name,description,stars,forks,language,keywords,platform,package_manager_url,homepage,repository_url,status,rank
kornia,Open Source Differentiable Computer Vision Library for PyTorch,7753,779,Python,"computer, vision, deep, learning, pytorch, artificial-intelligence, computer-vision, deep-learning, image-processing, machine-learning, neural-network, python",Pypi,https://pypi.org/project/kornia/,https://www.kornia.org,https://github.com/kornia/kornia,,16
timm,(Unofficial) PyTorch Image Models,23431,3881,Python,"pytorch, pretrained, models, efficientnet, mobilenetv3, mnasnet, resnet, vision, transformer, vit, augmix, cnn-classification, distributed-training, dual-path-networks, efficientnet-training, imagenet-classifier, mixnet, mobile-deep-learning, mobilenet-v2, nfnets, normalization-free-training, pretrained-models, pretrained-weights, randaugment, vision-transformer-models",Pypi,https://pypi.org/project/timm/,https://github.com/rwightman/pytorch-image-models,https://github.com/rwightman/pytorch-image-models,,16
flair,A very simple framework for state-of-the-art NLP,12181,1960,Python,"machine-learning, named-entity-recognition, natural-language-processing, nlp, pytorch, semantic-role-labeling, sequence-labeling, word-embeddings",Pypi,https://pypi.org/project/flair/,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,,16
nlp,HuggingFace/NLP is an open library of NLP datasets.,15149,2002,Python,"nlp, machine, learning, datasets, metrics, computer-vision, deep-learning, evaluation, hacktoberfest, machine-learning, natural-language-processing, numpy, pandas, pytorch, speech, tensorflow",Pypi,https://pypi.org/project/nlp/,https://github.com/huggingface/nlp,https://github.com/huggingface/nlp,,16
txtai,Build AI-powered semantic search applications,3339,286,Python,"search, embedding, machine-learning, nlp, api, audio-search, cloud-native, contextual-search, deep-learning, document-search, image-search, machine-learning-pipelines, machine-learning-workflows, microservice, neural-search, python, semantic-search, similarity-search, txtai, vector-search, video-search",Pypi,https://pypi.org/project/txtai/,https://github.com/neuml/txtai,https://github.com/neuml/txtai,,16
efficientnet-pytorch,EfficientNet implemented in PyTorch.,6518,1304,Python,"efficientnet-pytorch, feature-extraction, imagenet, pretrained-models",Pypi,https://pypi.org/project/efficientnet-pytorch/,https://github.com/lukemelas/EfficientNet-PyTorch,https://github.com/lukemelas/EfficientNet-PyTorch,,15
sparseml,"Libraries for applying sparsification recipes to neural networks with a few lines of code, enabling faster and smaller models",1492,113,Python,"inference, machine, learning, neural, network, computer, vision, nlp, cv, deep, torch, pytorch, tensorflow, keras, sparsity, pruning, libraries, onnx, quantization, automl, computer-vision-algorithms, deep-learning-algorithms, deep-learning-library, deep-learning-models, image-classification, model-sparsification, object-detection, pruning-algorithms, recipe-driven-approaches, smaller-models, sparsification, sparsification-recipes",Pypi,https://pypi.org/project/sparseml/,https://github.com/neuralmagic/sparseml,https://github.com/neuralmagic/sparseml,,15
nevergrad,A Python toolbox for performing gradient-free optimization,3331,321,Python,,Pypi,https://pypi.org/project/nevergrad/,https://github.com/facebookresearch/nevergrad,https://github.com/facebookresearch/nevergrad,,15
alibi,Algorithms for monitoring and explaining machine learning models,1919,217,Python,"counterfactual, explanations, interpretability, machine-learning, xai",Pypi,https://pypi.org/project/alibi/,https://github.com/SeldonIO/alibi,https://github.com/SeldonIO/alibi,,15
paddlenlp,"Easy-to-use and powerful NLP library with Awesome model zoo, supporting wide-range of NLP tasks from research to industrial applications, including Neural Search, Question Answering, Information Extraction and Sentiment Analysis end-to-end system.",7514,2050,Python,"aigc, bert, compression, document-intelligence, embedding, ernie, image-generation, information-extraction, neural-search, nlp, paddlenlp, pretrained-models, question-answering, search-engine, semantic-analysis, sentiment-analysis, seq2seq, stable-diffusion, transformers, uie",Pypi,https://pypi.org/project/paddlenlp/,https://github.com/PaddlePaddle/PaddleNLP,https://github.com/PaddlePaddle/PaddleNLP,,15
huggingface-hub,"Client library to download and publish models, datasets and other repos on the huggingface.co hub",701,174,Python,"model-hub, machine-learning, models, natural-language-processing, deep-learning, pytorch, pretrained-models, hacktoberfest",Pypi,https://pypi.org/project/huggingface-hub/,https://github.com/huggingface/huggingface_hub,https://github.com/huggingface/huggingface_hub,,15
adapter-transformers,"A friendly fork of HuggingFace's Transformers, adding Adapters to PyTorch language models",1215,219,Python,"NLP, deep, learning, transformer, pytorch, BERT, adapters, natural-language-processing, transformers",Pypi,https://pypi.org/project/adapter-transformers/,https://github.com/adapter-hub/adapter-transformers,https://github.com/adapter-hub/adapter-transformers,,15
underthesea,Vietnamese NLP Toolkit,1093,253,Python,"underthesea, dependency-parser, dependency-parsing, named-entity-recognition, natural-language-processing, ner, nlp, nlp-library, pos-tagging, sentence-segmentation, vietnamese, vietnamese-nlp, vietnamese-tokenizer, word-segmenter",Pypi,https://pypi.org/project/underthesea/,https://github.com/undertheseanlp/underthesea,https://github.com/undertheseanlp/underthesea,,15
bertopic,BERTopic performs topic Modeling with state-of-the-art transformer models.,3747,482,Python,"nlp, bert, topic, modeling, embeddings, ldavis, machine-learning, sentence-embeddings, topic-modeling, topic-modelling, topic-models, transformers",Pypi,https://pypi.org/project/bertopic/,https://github.com/MaartenGr/BERTopic,https://github.com/MaartenGr/BERTopic,,15
triton,A language and compiler for custom Deep Learning operations,5395,486,C++,"Compiler, Deep, Learning",Pypi,https://pypi.org/project/triton/,https://github.com/openai/triton/,https://github.com/openai/triton,,15
TPOT,Tree-based Pipeline Optimization Tool,8849,1505,Python,"pipeline, optimization, hyperparameter, data, science, machine, learning, genetic, programming, evolutionary, computation, adsp, ag066833, aiml, alzheimer, alzheimers, automated-machine-learning, automation, automl, data-science, feature-engineering, gradient-boosting, hyperparameter-optimization, machine-learning, model-selection, nia, parameter-tuning, python, random-forest, scikit-learn, u01ag066833",Pypi,https://pypi.org/project/TPOT/,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,,15
stanfordnlp,Official Stanford NLP Python Library,6476,842,Python,"natural-language-processing, nlp, natural-language-understanding, stanford-nlp, artificial-intelligence, corenlp, deep-learning, machine-learning, named-entity-recognition, python, pytorch, universal-dependencies",Pypi,https://pypi.org/project/stanfordnlp/,https://github.com/stanfordnlp/stanfordnlp.git,https://github.com/stanfordnlp/stanfordnlp,,15
snorkel,A system for quickly generating training data with weak supervision,5388,847,Python,"machine-learning, ai, weak-supervision, data-augmentation, data-science, data-slicing, labeling, python, snorkel, training-data",Pypi,https://pypi.org/project/snorkel/,https://github.com/snorkel-team/snorkel,https://github.com/snorkel-team/snorkel,,15
catalyst,Catalyst. Accelerated deep learning R&D with PyTorch.,2916,361,Python,"Machine, Learning, Distributed, Computing, Deep, Reinforcement, Computer, Vision, Natural, Language, Processing, Recommendation, Systems, Information, Retrieval, PyTorch, computer-vision, deep-learning, distributed-computing, image-classification, image-processing, image-segmentation, information-retrieval, infrastructure, machine-learning, metric-learning, natural-language-processing, object-detection, python, recommender-system, reinforcement-learning, reproducibility, research, text-classification, text-segmentation",Pypi,https://pypi.org/project/catalyst/,https://github.com/catalyst-team/catalyst,https://github.com/catalyst-team/catalyst,,15
pytorch-metric-learning,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",5018,604,Python,"computer-vision, contrastive-learning, deep-learning, deep-metric-learning, image-retrieval, machine-learning, metric-learning, pytorch, self-supervised-learning",Pypi,https://pypi.org/project/pytorch-metric-learning/,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,,15
pgmpy,A library for Probabilistic Graphical Models,2272,663,Python,"bayesian-networks, causal-inference, causal-models, causality, dag, probabilistic-graphical-models, python, sampling-methods, simulation, statistical-inference, statistics, structure-learning",Pypi,https://pypi.org/project/pgmpy/,https://github.com/pgmpy/pgmpy,https://github.com/pgmpy/pgmpy,,15
ogb,Open Graph Benchmark,1544,364,Python,"pytorch, graph, machine, learning, representation, neural, networks, datasets, deep-learning, graph-machine-learning, graph-neural-networks",Pypi,https://pypi.org/project/ogb/,https://github.com/snap-stanford/ogb,https://github.com/snap-stanford/ogb,,15
adversarial-robustness-toolbox,Toolbox for adversarial machine learning.,3464,940,Python,"adversarial-attacks, adversarial-examples, adversarial-machine-learning, ai, artificial-intelligence, attack, blue-team, evasion, extraction, inference, machine-learning, poisoning, privacy, python, red-team, trusted-ai, trustworthy-ai",Pypi,https://pypi.org/project/adversarial-robustness-toolbox/,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,,15
flytekit,Flyte SDK for Python,120,130,Python,"automation, data, data-science, extensible, flyte, flyte-tasks, hacktoberfest, mlops, pypi, python, sdk, spark, workflows",Pypi,https://pypi.org/project/flytekit/,https://github.com/flyteorg/flytekit,https://github.com/flyteorg/flytekit,,15
deeplabcut,Markerless pose-estimation of user-defined features with deep learning,3490,1477,Python,"animal-pose-estimation, behavior-analysis, deep-learning, deeplabcut, feature-detectors, keypoint-detection, keypoint-tracking, labeling-tool, pose-estimation, toolbox",Pypi,https://pypi.org/project/deeplabcut/,https://github.com/DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut,,15
river,Online machine learning in Python,4060,457,Python,"concept-drift, data-science, incremental-learning, machine-learning, online-learning, online-machine-learning, online-statistics, python, real-time-processing, stream-processing, streaming, streaming-data",Pypi,https://pypi.org/project/river/,https://github.com/online-ml/river,https://github.com/online-ml/river,,15
captum,Model interpretability for PyTorch,3718,400,Python,"Model, Interpretability, Understanding, Feature, Importance, Neuron, PyTorch, feature-attribution, feature-importance, interpretable-ai, interpretable-ml",Pypi,https://pypi.org/project/captum/,https://captum.ai,https://github.com/pytorch/captum,,15
deeplake,Activeloop Deep Lake,5225,418,Python,"ai, computer-vision, cv, data-centric, data-processing, data-science, data-version-control, datalake, datasets, deep-learning, image-processing, jupyter-notebook, lakehouse, machine-learning, ml, mlops, python, pytorch, tensorflow",Pypi,https://pypi.org/project/deeplake/,https://activeloop.ai,https://github.com/activeloopai/deeplake,,15
x-transformers,X-Transformers - Pytorch,2428,212,Python,"artificial, intelligence, attention, mechanism, transformers, artificial-intelligence, attention-mechanism, deep-learning",Pypi,https://pypi.org/project/x-transformers/,https://github.com/lucidrains/x-transformers,https://github.com/lucidrains/x-transformers,,15
bentoml,BentoML: The Unified Model Serving Framework,4530,527,Python,"MLOps, AI, BentoML, Model, Serving, Deployment, aws-lambda, aws-sagemaker, azure-ml, deep-learning, inference-server, kubernetes, machine-learning, machine-learning-operations, ml, ml-infrastructure, ml-platform, model-deployment, model-management, model-serving, prediction-service, pytorch, tensorflow",Pypi,https://pypi.org/project/bentoml/,https://bentoml.com,https://github.com/bentoml/BentoML,,15
mlagents,Unity Machine Learning Agents,14026,3693,C#,"deep-learning, deep-reinforcement-learning, machine-learning, neural-networks, reinforcement-learning, unity, unity3d",Pypi,https://pypi.org/project/mlagents/,https://github.com/Unity-Technologies/ml-agents,https://github.com/Unity-Technologies/ml-agents,,15
OpenNMT-py,A python implementation of OpenNMT,5898,2163,Python,"deep-learning, machine-translation, neural-machine-translation, pytorch",Pypi,https://pypi.org/project/OpenNMT-py/,https://opennmt.net/,https://github.com/OpenNMT/OpenNMT-py,,15
functorch,JAX-like composable function transforms for PyTorch,1234,93,Jupyter Notebook,"gradients, hessians, pytorch",Pypi,https://pypi.org/project/functorch/,https://github.com/pytorch/functorch,https://github.com/pytorch/functorch,,15
torchmetrics,PyTorch native Metrics,1244,274,Python,"deep, learning, machine, pytorch, metrics, AI, analyses, data-science, deep-learning, machine-learning, python",Pypi,https://pypi.org/project/torchmetrics/,https://github.com/Lightning-AI/metrics,https://github.com/Lightning-AI/metrics,,15
PennyLane,PennyLane is a Python quantum machine learning library by Xanadu Inc.,1666,436,Python,"autograd, automatic-differentiation, cirq, deep-learning, differentiable-computing, hacktoberfest, jax, machine-learning, neural-network, optimization, python, pytorch, qiskit, qml, quantum, quantum-chemistry, quantum-computing, quantum-machine-learning, strawberryfields, tensorflow",Pypi,https://pypi.org/project/PennyLane/,https://github.com/XanaduAI/pennylane,https://github.com/XanaduAI/pennylane,,15
gin-config,Gin-Config: A lightweight configuration library for Python,1421,96,Python,"gin-config, gin, python, configuration, machine, learning, configuration-management, tensorflow, tensorflow-experiments",Pypi,https://pypi.org/project/gin-config/,https://github.com/google/gin-config,https://github.com/google/gin-config,,15
pytorchyolo,Minimal PyTorch implementation of YOLO,6923,2612,Python,,Pypi,https://pypi.org/project/pytorchyolo/,https://github.com/eriklindernoren/PyTorch-YOLOv3,https://github.com/eriklindernoren/PyTorch-YOLOv3,,14
nnunet-inference-on-cpu-and-gpu,nnU-Net. Framework for out-of-the box biomedical image segmentation. Can do inference on both gpu(if cuda available) and cpu(if cuda not available),3191,1120,Python,"deep, learning, image, segmentation, medical, analysis, nnU-Net, nnunet",Pypi,https://pypi.org/project/nnunet-inference-on-cpu-and-gpu/,https://github.com/MIC-DKFZ/nnUNet,https://github.com/MIC-DKFZ/nnUNet,,14
cellpose,anatomical segmentation algorithm,763,253,Jupyter Notebook,"cell-biology, cell-segmentation, segmentation",Pypi,https://pypi.org/project/cellpose/,https://github.com/MouseLand/cellpose,https://github.com/MouseLand/cellpose,,14
qiskit-machine-learning,Qiskit Machine Learning: A library of quantum computing machine learning experiments,382,238,Python,"qiskit, sdk, quantum, machine, learning, ml",Pypi,https://pypi.org/project/qiskit-machine-learning/,https://github.com/Qiskit/qiskit-machine-learning,https://github.com/Qiskit/qiskit-machine-learning,,14
TTS,Deep learning for Text to Speech by Coqui.,8153,935,Python,"deep-learning, glow-tts, hifigan, melgan, multi-speaker-tts, python, pytorch, speaker-encoder, speaker-encodings, speech, speech-synthesis, tacotron, text-to-speech, tts, tts-model, vocoder, voice-cloning, voice-synthesis",Pypi,https://pypi.org/project/TTS/,https://github.com/coqui-ai/TTS,https://github.com/coqui-ai/TTS,,14
webdataset,Record sequential storage for deep learning.,1172,106,Python,"object, store, client, deep, learning, data-augmentation, deep-learning, pytorch, webdataset, webdataset-format",Pypi,https://pypi.org/project/webdataset/,http://github.com/webdataset/webdataset,https://github.com/webdataset/webdataset,,14
creme,Online machine learning in Python,4060,457,Python,"concept-drift, data-science, incremental-learning, machine-learning, online-learning, online-machine-learning, online-statistics, python, real-time-processing, stream-processing, streaming, streaming-data",Pypi,https://pypi.org/project/creme/,https://github.com/creme-ml/creme,https://github.com/creme-ml/creme,,14
optimum,"Optimum Library is an extension of the Hugging Face Transformers library, providing a framework to integrate third-party libraries from Hardware Partners and interface with their specific functionality.",918,130,Python,"transformers, quantization, pruning, optimization, training, inference, onnx, runtime, intel, habana, graphcore, neural, compressor, ipu, hpu, onnxruntime, pytorch",Pypi,https://pypi.org/project/optimum/,https://github.com/huggingface/optimum,https://github.com/huggingface/optimum,,14
face-alignment,Detector 2D or 3D face landmarks from Python,6054,1260,Python,"deep-learning, face-alignment, face-detection, face-detector, python, pytorch",Pypi,https://pypi.org/project/face-alignment/,https://github.com/1adrianb/face-alignment,https://github.com/1adrianb/face-alignment,,14
BentoML,Bentoml: The Unified Model Serving Framework,4530,527,Python,"MLOps, AI, BentoML, Model, Serving, Deployment, aws-lambda, aws-sagemaker, azure-ml, deep-learning, inference-server, kubernetes, machine-learning, machine-learning-operations, ml, ml-infrastructure, ml-platform, model-deployment, model-management, model-serving, prediction-service, pytorch, tensorflow",Pypi,https://pypi.org/project/BentoML/,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,,14
nuscenes-devkit,The official devkit of the nuScenes dataset (www.nuscenes.org).,1603,525,Python,,Pypi,https://pypi.org/project/nuscenes-devkit/,https://github.com/nutonomy/nuscenes-devkit,https://github.com/nutonomy/nuscenes-devkit,,14
fastai2,Version 2 of the fastai library,629,242,Jupyter Notebook,"fastai, deep, learning, machine, data-science, deep-learning, jupyter, machine-learning, nbdev, python, pytorch",Pypi,https://pypi.org/project/fastai2/,https://github.com/fastai/fastai2,https://github.com/fastai/fastai2,,14
bert-score,PyTorch implementation of BERT score,1033,171,Jupyter Notebook,"BERT, NLP, deep, learning, google, metric, machine-learning, natural-language-processing",Pypi,https://pypi.org/project/bert-score/,https://github.com/Tiiiger/bert_score,https://github.com/Tiiiger/bert_score,,14
FLAML,A fast library for automated machine learning and tuning,2242,343,Jupyter Notebook,"automated-machine-learning, automl, classification, data-science, deep-learning, finetuning, hyperparam, hyperparameter-optimization, jupyter-notebook, machine-learning, natural-language-generation, natural-language-processing, python, random-forest, regression, scikit-learn, tabular-data, timeseries-forecasting, tuning",Pypi,https://pypi.org/project/FLAML/,https://github.com/microsoft/FLAML,https://github.com/microsoft/FLAML,,14
pymde,Minimum-Distortion Embedding,462,26,Python,"cuda, dimensionality-reduction, embedding, feature-vectors, gpu, graph-embedding, machine-learning, pytorch, visualization",Pypi,https://pypi.org/project/pymde/,https://github.com/cvxgrp/pymde,https://github.com/cvxgrp/pymde,,14
farm-haystack,Neural Question Answering & Semantic Search at Scale. Use modern transformer based models like BERT to find answers in large document collections,6922,1045,Python,"BERT, QA, Question-Answering, Reader, Retriever, albert, language-model, mrc, roberta, search, semantic-search, squad, transfer-learning, transformer, ai, chatgpt, elasticsearch, generative-ai, gpt-3, information-retrieval, large-language-models, machine-learning, natural-language-processing, nlp, python, pytorch, summarization, transformers",Pypi,https://pypi.org/project/farm-haystack/,https://haystack.deepset.ai,https://github.com/deepset-ai/haystack,,14
pytorch-toolbelt,PyTorch extensions for fast R&D prototyping and Kaggle farming,1345,113,Python,"PyTorch, Kaggle, Deep, Learning, Machine, ResNet, VGG, ResNext, Unet, Focal, FPN, EfficientNet, Test-Time, Augmentation, Model, Ensembling, Surgery, deep-learning, focal-loss, image-classification, image-processing, image-segmentation, jaccard-loss, machine-learning, object-detection, pipeline, python, segmentation, test-time-augmentation, tta",Pypi,https://pypi.org/project/pytorch-toolbelt/,https://github.com/BloodAxe/pytorch-toolbelt,https://github.com/BloodAxe/pytorch-toolbelt,,14
