name,description,stars,forks,language,keywords,platform,package_manager_url,homepage,repository_url,status,rank
ExploriPy,Pre-Modelling Analysis of the data by doing various exploratory data analysis and Statistical Test,44,20,Python,"anova, exploratory-analysis, exploratory-data-analysis, exploratory-data-visualizations, statistical-tests",Pypi,https://pypi.org/project/ExploriPy/,https://github.com/exploripy/exploripy,https://github.com/exploripy/exploripy,,12
smarts,Scalable Multi-Agent RL Training School for Autonomous Driving,705,156,Python,"autonomous-driving, python, reinforcement-learning, simulator",Pypi,https://pypi.org/project/smarts/,https://github.com/huawei-noah/SMARTS,https://github.com/huawei-noah/SMARTS,,12
slycat-web-client,Slycat web client utilties for interacting with the Slycat data analysis and visualization server.,71,19,JavaScript,,Pypi,https://pypi.org/project/slycat-web-client/,https://github.com/sandialabs/slycat,https://github.com/sandialabs/slycat,,12
caer,A lightweight Computer Vision library for high-performance AI research - Modern Computer Vision on the Fly.,617,111,Python,"caer, computer, vision, toolkit, deep, learning, image, processing, video, stablization, streaming, machine, gpu, artificial, intelligence, data, science, opencv, multithreading, FFMpeg, ai, artificial-intelligence, augmentation, computer-vision, cuda, data-science, deep-learning, image-classification, image-processing, image-segmentation, machine-learning, neural-network, python, segmentation, type-checking, video-processing",Pypi,https://pypi.org/project/caer/,https://github.com/jasmcaus/caer,https://github.com/jasmcaus/caer,,12
fedml,A research and production integrated edge-cloud library for federated/distributed machine learning at anywhere at any scale.,2386,570,Python,"distributed, machine, learning, federated, natural, language, processing, computer, vision, Internet, of, Things, blockchain, deep-learning, distributed-training, edge-ai, federated-learning, inference-engine, machine-learning, marketplace, mlops, on-device-training, privacy, security",Pypi,https://pypi.org/project/fedml/,https://github.com/FedML-AI/FedML,https://github.com/FedML-AI/FedML,,12
gemgis,"GemGIS is a Python-based, open-source spatial data processing library.",171,29,Python,"geology, geographic, structural, GIS, spatial, data, geographic-data, geomodeling, geospatial, jupyter, jupyter-notebook, modeling, notebooks, processing, python, raster-data, spatial-data, vector-data, visualization",Pypi,https://pypi.org/project/gemgis/,https://github.com/cgre-aachen/gemgis,https://github.com/cgre-aachen/gemgis,,12
deepctr-torch,"Easy-to-use,Modular and Extendible package of deep learning based CTR(Click Through Rate) prediction models with PyTorch",2294,573,Python,"ctr, click, through, rate, deep, learning, torch, tensor, pytorch, deepctr, ctr-models, deep-learning, deepctr-pytorch, deepfm, deeprec, fibinet, torchrec, xdeepfm",Pypi,https://pypi.org/project/deepctr-torch/,https://github.com/shenweichen/deepctr-torch,https://github.com/shenweichen/deepctr-torch,,12
libra,Ergonomic machine learning,1925,115,Python,"auto-ml, machine-learning, neural-networks",Pypi,https://pypi.org/project/libra/,https://github.com/Palashio/libra,https://github.com/Palashio/libra,,12
fawkes,An utility to protect user privacy,4536,447,Python,"fawkes, privacy, ML, adversarial-machine-learning, face-recognition, privacy-enhancing-technologies, privacy-protection",Pypi,https://pypi.org/project/fawkes/,https://github.com/Shawn-Shan/fawkes,https://github.com/Shawn-Shan/fawkes,,12
qibo,A framework for quantum computing with hardware acceleration.,170,36,Python,"gpu, quantum, quantum-algorithms, quantum-annealing, quantum-circuit, quantum-computing",Pypi,https://pypi.org/project/qibo/,https://github.com/qiboteam/qibo,https://github.com/qiboteam/qibo,,12
paddlex,PaddlePaddle End-to-End Development Toolkit,4079,830,Python,"classification, deep-neural-networks, deeplearning, deployment, detection, industry, jetson, mobilenet, neural-networks, resnet, segmentation, unet, yolov3",Pypi,https://pypi.org/project/paddlex/,https://github.com/PaddlePaddle/PaddleX,https://github.com/PaddlePaddle/PaddleX,,12
auquan-qq1-toolbox,Toolbox for QQ3,4569,1657,Python,"auquan, finance, trading, backtesting, development",Pypi,https://pypi.org/project/auquan-qq1-toolbox/,https://github.com/pypa/sampleproject,https://github.com/pypa/sampleproject,,12
rankcomp,high fided extraction of differential expression genes without considering the batch effects,5192,940,Python,"rank, DEG, batch-effect, rankcomp, crawler, distributed, high-availability, ipproxy, redis, scheduler, scrapy, spider",Pypi,https://pypi.org/project/rankcomp/,https://github.com/SpiderClub/haipproxy,https://github.com/SpiderClub/haipproxy,,12
nlplot,Visualization Module for Natural Language Processing,205,12,Python,"analytics, nlp, plotly, python, visualization, wordcloud",Pypi,https://pypi.org/project/nlplot/,https://github.com/takapy0210/nlplot,https://github.com/takapy0210/nlplot,,12
finmarketpy,finmarketpy is a Python based library for backtesting trading strategies,2713,448,Python,"trading, markets, currencies, pandas, data, Bloomberg, tick, stocks, equities, backtesting-trading-strategies, python, trading-strategies",Pypi,https://pypi.org/project/finmarketpy/,https://github.com/cuemacro/finmarketpy,https://github.com/cuemacro/finmarketpy,,12
tabpy,Web server Tableau uses to run Python scripts.,1357,529,Python,"tabpy, tableau, analytical-models, python, startup, tabpy-tutorial",Pypi,https://pypi.org/project/tabpy/,https://github.com/tableau/TabPy,https://github.com/tableau/TabPy,,12
gradient-free-optimizers,"Simple and reliable optimization with local, global, population-based and sequential techniques in numerical discrete search spaces.",979,70,Python,"optimization, bayesian-optimization, blackbox-optimization, constrained-optimization, evolution-strategies, gradient-free-optimization, hill-climbing, hyperactive, hyperparameter-optimization, machine-learning, meta-heuristic, nelder-mead, particle-swarm-optimization, random-search, simulated-annealing, tree-of-parzen-estimator",Pypi,https://pypi.org/project/gradient-free-optimizers/,https://github.com/SimonBlanke/Gradient-Free-Optimizers,https://github.com/SimonBlanke/Gradient-Free-Optimizers,,12
profanity-check,"A fast, robust library to check for offensive language in strings.",450,72,Python,"bag-of-words, linear-svm, offensive-language, profanity, profanity-detection, profanity-filter, profanity-library, python3, scikit-learn, sklearn",Pypi,https://pypi.org/project/profanity-check/,https://github.com/vzhou842/profanity-check,https://github.com/vzhou842/profanity-check,,12
triage,Risk modeling and prediction,156,61,Jupyter Notebook,"triage, artificial-intelligence, dssg, early-warning-systems, inspection-prioritization, machine-learning, python, tool",Pypi,https://pypi.org/project/triage/,https://dssg.github.io/triage/,https://github.com/dssg/triage,,12
bbknn,Batch balanced KNN,79,13,Python,,Pypi,https://pypi.org/project/bbknn/,https://github.com/Teichlab/bbknn,https://github.com/Teichlab/bbknn,,12
