call_name,line_no,class_instantiation,instantiation_line_no,relative_file_path,repository_name,file_path
"self.flow(z, y_mask, g=g_src)",116,"self.flow = ResidualCouplingBlock(inter_channels, hidden_channels, 5, 1, 4, gin_channels=gin_channels)",63,vits/model/synthesizers/synthesizer_svc.py,vtuber-plan/vcvits,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\vtuber-plan@vcvits\vits\model\synthesizers\synthesizer_svc.py
"self.flow(z_p, y_mask, g=g_tgt, reverse=True)",117,"self.flow = ResidualCouplingBlock(inter_channels, hidden_channels, 5, 1, 4, gin_channels=gin_channels)",63,vits/model/synthesizers/synthesizer_svc.py,vtuber-plan/vcvits,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\vtuber-plan@vcvits\vits\model\synthesizers\synthesizer_svc.py
"self.enc_p(x, x_lengths)",144,"self.enc_p = TextEncoder(n_vocab, inter_channels, hidden_channels, filter_channels, n_heads, n_layers, kernel_size, p_dropout)",69,vits/model/synthesizers/synthesizer_tts.py,vtuber-plan/vcvits,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\vtuber-plan@vcvits\vits\model\synthesizers\synthesizer_tts.py
self.emb_g(sid),146,"self.emb_g = nn.Embedding(n_speakers, gin_channels)",91,vits/model/synthesizers/synthesizer_tts.py,vtuber-plan/vcvits,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\vtuber-plan@vcvits\vits\model\synthesizers\synthesizer_tts.py
"self.duration_predictor(x, x_mask, g=g, reverse=True, noise_scale=noise_scale_w)",151,"self.duration_predictor = StochasticDurationPredictor(hidden_channels, 192, 3, 0.5, 4, gin_channels=gin_channels)",83,vits/model/synthesizers/synthesizer_tts.py,vtuber-plan/vcvits,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\vtuber-plan@vcvits\vits\model\synthesizers\synthesizer_tts.py
"self.duration_predictor(x, x_mask, g=g, reverse=True, noise_scale=noise_scale_w)",151,"self.duration_predictor = DurationPredictor(hidden_channels, 256, 3, 0.5, gin_channels=gin_channels)",85,vits/model/synthesizers/synthesizer_tts.py,vtuber-plan/vcvits,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\vtuber-plan@vcvits\vits\model\synthesizers\synthesizer_tts.py
"self.duration_predictor(x, x_mask, g=g)",153,"self.duration_predictor = StochasticDurationPredictor(hidden_channels, 192, 3, 0.5, 4, gin_channels=gin_channels)",83,vits/model/synthesizers/synthesizer_tts.py,vtuber-plan/vcvits,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\vtuber-plan@vcvits\vits\model\synthesizers\synthesizer_tts.py
"self.duration_predictor(x, x_mask, g=g)",153,"self.duration_predictor = DurationPredictor(hidden_channels, 256, 3, 0.5, gin_channels=gin_channels)",85,vits/model/synthesizers/synthesizer_tts.py,vtuber-plan/vcvits,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\vtuber-plan@vcvits\vits\model\synthesizers\synthesizer_tts.py
"self.flow(z_p, y_mask, g=g, reverse=True)",165,"self.flow = ResidualCouplingBlock(inter_channels, hidden_channels, 5, 1, 4, gin_channels=gin_channels)",80,vits/model/synthesizers/synthesizer_tts.py,vtuber-plan/vcvits,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\vtuber-plan@vcvits\vits\model\synthesizers\synthesizer_tts.py
"self.dec((z * y_mask)[:, :, :max_len], g=g)",166,"self.dec = Generator(inter_channels, resblock, resblock_kernel_sizes, resblock_dilation_sizes, upsample_rates, upsample_initial_channel, upsample_kernel_sizes, gin_channels=gin_channels)",71,vits/model/synthesizers/synthesizer_tts.py,vtuber-plan/vcvits,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\vtuber-plan@vcvits\vits\model\synthesizers\synthesizer_tts.py
self.emb_g(sid_src),171,"self.emb_g = nn.Embedding(n_speakers, gin_channels)",91,vits/model/synthesizers/synthesizer_tts.py,vtuber-plan/vcvits,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\vtuber-plan@vcvits\vits\model\synthesizers\synthesizer_tts.py
self.emb_g(sid_tgt),172,"self.emb_g = nn.Embedding(n_speakers, gin_channels)",91,vits/model/synthesizers/synthesizer_tts.py,vtuber-plan/vcvits,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\vtuber-plan@vcvits\vits\model\synthesizers\synthesizer_tts.py
"self.enc_q(y, y_lengths, g=g_src)",173,"self.enc_q = PosteriorEncoder(spec_channels, inter_channels, hidden_channels, 5, 1, 16, gin_channels=gin_channels)",79,vits/model/synthesizers/synthesizer_tts.py,vtuber-plan/vcvits,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\vtuber-plan@vcvits\vits\model\synthesizers\synthesizer_tts.py
"self.flow(z, y_mask, g=g_src)",174,"self.flow = ResidualCouplingBlock(inter_channels, hidden_channels, 5, 1, 4, gin_channels=gin_channels)",80,vits/model/synthesizers/synthesizer_tts.py,vtuber-plan/vcvits,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\vtuber-plan@vcvits\vits\model\synthesizers\synthesizer_tts.py
"self.flow(z_p, y_mask, g=g_tgt, reverse=True)",175,"self.flow = ResidualCouplingBlock(inter_channels, hidden_channels, 5, 1, 4, gin_channels=gin_channels)",80,vits/model/synthesizers/synthesizer_tts.py,vtuber-plan/vcvits,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\vtuber-plan@vcvits\vits\model\synthesizers\synthesizer_tts.py
"self.dec(z_hat * y_mask, g=g_tgt)",176,"self.dec = Generator(inter_channels, resblock, resblock_kernel_sizes, resblock_dilation_sizes, upsample_rates, upsample_initial_channel, upsample_kernel_sizes, gin_channels=gin_channels)",71,vits/model/synthesizers/synthesizer_tts.py,vtuber-plan/vcvits,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\vtuber-plan@vcvits\vits\model\synthesizers\synthesizer_tts.py
